ADDRESBR,ADDRESS,ASSET,BKCLASS,BKMO,BRCENM,BRNUM,BRSERTYP,BRSERTYPDESC,CALL,CB,CBSA_DIV_NAMB,CERT,CHARTER,CHRTAGNN,CHRTAGNT,CITY,CITY2BR,CITYBR,CITYHCR,CLCODE,CNTRYNA,CNTRYNAB,CNTYNAMB,CNTYNUMB,CONSOLD,CSABR,CSANAMBR,DENOVO,DEPDOM,DEPSUM,DEPSUMBR,DIVISIONB,DOCKET,ESCROW,FDICDBS,FDICNAME,FED,FEDNAME,HCTMULT,ID,INSAGNT1,INSBRDD,INSBRTS,INSURED,METROBR,MICROBR,MSABR,MSANAMB,NAMEBR,NAMEFULL,NAMEHCR,NECNAMB,NECTABR,OCCDIST,OCCNAME,PLACENUM,REGAGNT,RSSDHCR,RSSDID,SIMS_ACQUIRED_DATE,SIMS_DESCRIPTION,SIMS_ESTABLISHED_DATE,SIMS_LATITUDE,SIMS_LONGITUDE,SIMS_PROJECTION,SPECDESC,SPECGRP,STALP,STALPBR,STALPHCR,STCNTY,STCNTYBR,STNAME,STNAMEBR,STNUMBR,UNINUMBR,UNIT,USA,YEAR,ZIP,ZIPBR,ZIPBR_RAW,ZIP_RAW
2776 N Speer Blvd,127 Public Sq,184963242,N,0,,673,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Denver,Denver,CLEVELAND,3,United States,United States,Denver,31,,216,"Denver-Aurora-Greeley, CO",0,149273809,0,"32,423",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_673,DIF,,,CB,1,0,19740,"Denver-Aurora-Centennial, CO",Speer Boulevard Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,6/30/97,100,1/27/82,39.75723898,-105.017669,EXACT,COMMERCIAL LENDING,4,OH,CO,OH,39035,08031,Ohio,Colorado,8,16558,0,1,6/30/24,44114,80211,80211,44114
1675 Broadway,127 Public Sq,184963242,N,0,,689,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Denver,Denver,CLEVELAND,3,United States,United States,Denver,31,,216,"Denver-Aurora-Greeley, CO",0,149273809,0,"1,617,998",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_689,DIF,,,CB,1,0,19740,"Denver-Aurora-Centennial, CO",Denver Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,6/30/97,100,9/4/90,39.74271101,-104.987879,EXACT,COMMERCIAL LENDING,4,OH,CO,OH,39035,08031,Ohio,Colorado,8,46350,0,1,6/30/24,44114,80202,80202,44114
10470 Park Meadows Dr,127 Public Sq,184963242,N,0,,1717,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Lone Tree,Littleton,CLEVELAND,3,United States,United States,Douglas,35,,216,"Denver-Aurora-Greeley, CO",0,149273809,0,"27,939",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_1717,DIF,,,CB,1,0,19740,"Denver-Aurora-Centennial, CO",Lone Tree Keycenter Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,,100,12/15/03,39.53681999,-104.873573,EXACT,COMMERCIAL LENDING,4,OH,CO,OH,39035,08035,Ohio,Colorado,8,424771,0,1,6/30/24,44114,80124,80124,44114
4535 Milestone Ln,127 Public Sq,184963242,N,0,,1768,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Castle Rock,Castle Rock,CLEVELAND,3,United States,United States,Douglas,35,,216,"Denver-Aurora-Greeley, CO",0,149273809,0,"35,325",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_1768,DIF,,,CB,1,0,19740,"Denver-Aurora-Centennial, CO",Castle Rock Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,,100,6/13/05,39.407131,-104.863485,EXACT,COMMERCIAL LENDING,4,OH,CO,OH,39035,08035,Ohio,Colorado,8,443529,0,1,6/30/24,44114,80104,80104,44114
3626 E Highlands Ranch Pkwy,127 Public Sq,184963242,N,0,,1774,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Littleton,Highlands Ranch,CLEVELAND,3,United States,United States,Douglas,35,,216,"Denver-Aurora-Greeley, CO",0,149273809,0,"24,987",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_1774,DIF,,,CB,1,0,19740,"Denver-Aurora-Centennial, CO",Fairview Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,,100,7/1/04,39.54215298,-104.946983,EXACT,COMMERCIAL LENDING,4,OH,CO,OH,39035,08035,Ohio,Colorado,8,443535,0,1,6/30/24,44114,80126,80126,44114
9309 Dorchester St,127 Public Sq,184963242,N,0,,1789,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Littleton,Highlands Ranch,CLEVELAND,3,United States,United States,Douglas,35,,216,"Denver-Aurora-Greeley, CO",0,149273809,0,"104,801",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_1789,DIF,,,CB,1,0,19740,"Denver-Aurora-Centennial, CO",Highlands Ranch Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,,100,12/1/06,39.54603099,-105.002325,EXACT,COMMERCIAL LENDING,4,OH,CO,OH,39035,08035,Ohio,Colorado,8,466657,0,1,6/30/24,44114,80129,80129,44114
3235 Mill Vista Rd,127 Public Sq,184963242,N,0,C,1797,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Littleton,Highlands Ranch,CLEVELAND,3,United States,United States,Douglas,35,1789,216,"Denver-Aurora-Greeley, CO",0,149273809,0,0,0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_1797,DIF,,,CB,1,0,19740,"Denver-Aurora-Centennial, CO",Wind Crest Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,,100,6/25/07,39.56025701,-105.03094,EXACT,COMMERCIAL LENDING,4,OH,CO,OH,39035,08035,Ohio,Colorado,8,467063,0,1,6/30/24,44114,80129,80129,44114
7288 Lagae Rd,127 Public Sq,184963242,N,0,,1869,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Castle Rock,Castle Rock,CLEVELAND,3,United States,United States,Douglas,35,,216,"Denver-Aurora-Greeley, CO",0,149273809,0,"29,069",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_1869,DIF,,,CB,1,0,19740,"Denver-Aurora-Centennial, CO",Castle Pines Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,,100,5/24/10,39.46983899,-104.880454,EXACT,COMMERCIAL LENDING,4,OH,CO,OH,39035,08035,Ohio,Colorado,8,510102,0,1,6/30/24,44114,80108,80108,44114
10951 S Parker Rd,127 Public Sq,184963242,N,0,,1872,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Parker,Parker,CLEVELAND,3,United States,United States,Douglas,35,,216,"Denver-Aurora-Greeley, CO",0,149273809,0,"54,350",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_1872,DIF,,,CB,1,0,19740,"Denver-Aurora-Centennial, CO",Park Main Street Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,,100,6/21/10,39.51812102,-104.765765,EXACT,COMMERCIAL LENDING,4,OH,CO,OH,39035,08035,Ohio,Colorado,8,510436,0,1,6/30/24,44114,80134,80134,44114
3605 Hartsel Dr,127 Public Sq,184963242,N,0,,1648,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Colorado Springs,Colorado Springs,CLEVELAND,3,United States,United States,El Paso,41,,0,,0,149273809,0,"20,191",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_1648,DIF,,,CB,1,0,17820,"Colorado Springs, CO",WoodmanRangewood Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,,100,7/26/99,38.93868998,-104.75853,EXACT,COMMERCIAL LENDING,4,OH,CO,OH,39035,08041,Ohio,Colorado,8,242051,0,1,6/30/24,44114,80920,80920,44114
27 Spectrum Loop,127 Public Sq,184963242,N,0,,2400,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Colorado Springs,Colorado Springs,CLEVELAND,3,United States,United States,El Paso,41,,0,,0,149273809,0,"12,044",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2400,DIF,,,CB,1,0,17820,"Colorado Springs, CO",Northgate Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,,100,6/26/23,39.01755217,-104.8213045,StreetAddress,COMMERCIAL LENDING,4,OH,CO,OH,39035,08041,Ohio,Colorado,8,657205,0,1,6/30/24,44114,80921,80921,44114
1521 S 8th St,127 Public Sq,184963242,N,0,,675,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Colorado Springs,Colorado Springs,CLEVELAND,3,United States,United States,El Paso,41,,0,,0,149273809,0,"45,614",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_675,DIF,,,CB,1,0,17820,"Colorado Springs, CO",Broadmoor Skyway Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,6/30/97,100,7/14/69,38.81225702,-104.840492,EXACT,COMMERCIAL LENDING,4,OH,CO,OH,39035,08041,Ohio,Colorado,8,13728,0,1,6/30/24,44114,80905,80905,44114
3085 S Academy Blvd,127 Public Sq,184963242,N,0,,677,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Colorado Springs,Colorado Springs,CLEVELAND,3,United States,United States,El Paso,41,,0,,0,149273809,0,"24,110",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_677,DIF,,,CB,1,0,17820,"Colorado Springs, CO",Academy At Hancock Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,6/30/97,100,3/2/82,38.78672901,-104.756698,EXACT,COMMERCIAL LENDING,4,OH,CO,OH,39035,08041,Ohio,Colorado,8,16584,0,1,6/30/24,44114,80916,80916,44114
5725 N Academy Blvd,127 Public Sq,184963242,N,0,,678,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Colorado Springs,Colorado Springs,CLEVELAND,3,United States,United States,El Paso,41,,0,,0,149273809,0,"44,782",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_678,DIF,,,CB,1,0,17820,"Colorado Springs, CO",North Academy Boulevard Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,6/30/97,100,3/15/93,38.913677,-104.787159,EXACT,COMMERCIAL LENDING,4,OH,CO,OH,39035,08041,Ohio,Colorado,8,256662,0,1,6/30/24,44114,80918,80918,44114
5901 W 44th Ave,127 Public Sq,184963242,N,0,,1700,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Denver,Denver,CLEVELAND,3,United States,United States,Jefferson,59,,216,"Denver-Aurora-Greeley, CO",0,149273809,0,"41,025",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_1700,DIF,,,CB,1,0,19740,"Denver-Aurora-Centennial, CO",Lakeside Mall Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,1/17/03,100,7/11/94,39.77701001,-105.061583,EXACT,COMMERCIAL LENDING,4,OH,CO,OH,39035,08059,Ohio,Colorado,8,231967,0,1,6/30/24,44114,80212,80212,44114
7425 W Alameda Ave,127 Public Sq,184963242,N,0,,1702,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Denver,Lakewood,CLEVELAND,3,United States,United States,Jefferson,59,,216,"Denver-Aurora-Greeley, CO",0,149273809,0,"96,465",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_1702,DIF,,,CB,1,0,19740,"Denver-Aurora-Centennial, CO",Lakewood Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,1/17/03,100,12/4/95,39.711438,-105.080024,EXACT,COMMERCIAL LENDING,4,OH,CO,OH,39035,08059,Ohio,Colorado,8,231969,0,1,6/30/24,44114,80226,80226,44114
1222 Arapahoe St,127 Public Sq,184963242,N,0,,1704,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Golden,Golden,CLEVELAND,3,United States,United States,Jefferson,59,,216,"Denver-Aurora-Greeley, CO",0,149273809,0,"25,407",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_1704,DIF,,,CB,1,0,19740,"Denver-Aurora-Centennial, CO",Golden Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,1/17/03,100,10/19/98,39.75559001,-105.223226,EXACT,COMMERCIAL LENDING,4,OH,CO,OH,39035,08059,Ohio,Colorado,8,231971,0,1,6/30/24,44114,80401,80401,44114
15590 W 64th Ave,127 Public Sq,184963242,N,0,,1721,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Arvada,Arvada,CLEVELAND,3,United States,United States,Jefferson,59,,216,"Denver-Aurora-Greeley, CO",0,149273809,0,"52,447",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_1721,DIF,,,CB,1,0,19740,"Denver-Aurora-Centennial, CO",Westwood Keycenter Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,,100,3/15/04,39.81217498,-105.174129,EXACT,COMMERCIAL LENDING,4,OH,CO,OH,39035,08059,Ohio,Colorado,8,428676,0,1,6/30/24,44114,80007,80007,44114
7551 Shaffer Pkwy,127 Public Sq,184963242,N,0,,1881,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Littleton,Littleton,CLEVELAND,3,United States,United States,Jefferson,59,,216,"Denver-Aurora-Greeley, CO",0,149273809,0,"21,995",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_1881,DIF,,,CB,1,0,19740,"Denver-Aurora-Centennial, CO",Ken Caryl Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,,100,7/20/09,39.57949,-105.137529,EXACT,COMMERCIAL LENDING,4,OH,CO,OH,39035,08059,Ohio,Colorado,8,510804,0,1,6/30/24,44114,80127,80127,44114
7323 W Chatfield Ave,127 Public Sq,184963242,N,0,,1901,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Littleton,Littleton,CLEVELAND,3,United States,United States,Jefferson,59,,216,"Denver-Aurora-Greeley, CO",0,149273809,0,"19,837",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_1901,DIF,,,CB,1,0,19740,"Denver-Aurora-Centennial, CO",Chatfield Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,,100,3/14/11,39.56673501,-105.079431,EXACT,COMMERCIAL LENDING,4,OH,CO,OH,39035,08059,Ohio,Colorado,8,518497,0,1,6/30/24,44114,80128,80128,44114
6599 W Colfax Ave,127 Public Sq,184963242,N,0,,1910,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Denver,Lakewood,CLEVELAND,3,United States,United States,Jefferson,59,,216,"Denver-Aurora-Greeley, CO",0,149273809,0,"12,408",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_1910,DIF,,,CB,1,0,19740,"Denver-Aurora-Centennial, CO",West Colfax At Pierce Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,,100,5/16/11,39.74068598,-105.069321,EXACT,COMMERCIAL LENDING,4,OH,CO,OH,39035,08059,Ohio,Colorado,8,520261,0,1,6/30/24,44114,80214,80214,44114
9900 W Belleview Ave,127 Public Sq,184963242,N,0,,690,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Littleton,Littleton,CLEVELAND,3,United States,United States,Jefferson,59,,216,"Denver-Aurora-Greeley, CO",0,149273809,0,"35,842",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_690,DIF,,,CB,1,0,19740,"Denver-Aurora-Centennial, CO",Governor'S Plaza Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,6/30/97,100,5/16/94,39.62279699,-105.109323,EXACT,COMMERCIAL LENDING,4,OH,CO,OH,39035,08059,Ohio,Colorado,8,254077,0,1,6/30/24,44114,80123,80123,44114
7878 W 80th Pl,127 Public Sq,184963242,N,0,,692,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Arvada,Arvada,CLEVELAND,3,United States,United States,Jefferson,59,,216,"Denver-Aurora-Greeley, CO",0,149273809,0,"51,329",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_692,DIF,,,CB,1,0,19740,"Denver-Aurora-Centennial, CO",Arvada Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,6/30/97,100,4/29/74,39.84215299,-105.085215,EXACT,COMMERCIAL LENDING,4,OH,CO,OH,39035,08059,Ohio,Colorado,8,14904,0,1,6/30/24,44114,80005,80005,44114
1420 Colorado Mills Pkwy,127 Public Sq,184963242,N,0,,693,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Golden,Lakewood,CLEVELAND,3,United States,United States,Jefferson,59,,216,"Denver-Aurora-Greeley, CO",0,149273809,0,"44,449",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_693,DIF,,,CB,1,0,19740,"Denver-Aurora-Centennial, CO",Denver West Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,6/30/97,100,2/29/80,39.73765702,-105.155243,EXACT,COMMERCIAL LENDING,4,OH,CO,OH,39035,08059,Ohio,Colorado,8,16151,0,1,6/30/24,44114,80401,80401,44114
300 W Oak St,127 Public Sq,184963242,N,0,,662,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Fort Collins,Fort Collins,CLEVELAND,3,United States,United States,Larimer,69,,0,,0,149273809,0,"45,412",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_662,DIF,,,CB,1,0,22660,"Fort Collins-Loveland, CO",300 West Oak Street Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,6/30/97,100,5/6/18,40.58603202,-105.08111,EXACT,COMMERCIAL LENDING,4,OH,CO,OH,39035,08069,Ohio,Colorado,8,8467,0,1,6/30/24,44114,80521,80521,44114
100 E Drake Rd,127 Public Sq,184963242,N,0,,665,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Fort Collins,Fort Collins,CLEVELAND,3,United States,United States,Larimer,69,,0,,0,149273809,0,"69,712",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_665,DIF,,,CB,1,0,22660,"Fort Collins-Loveland, CO",College At Drake Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,6/30/97,100,9/1/34,40.55294998,-105.076575,EXACT,COMMERCIAL LENDING,4,OH,CO,OH,39035,08069,Ohio,Colorado,8,273283,0,1,6/30/24,44114,80525,80525,44114
125 E 7th St,127 Public Sq,184963242,N,0,,666,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Loveland,Loveland,CLEVELAND,3,United States,United States,Larimer,69,,0,,0,149273809,0,"55,168",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_666,DIF,,,CB,1,0,22660,"Fort Collins-Loveland, CO",Loveland Downtown Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,6/30/97,100,9/1/34,40.39891399,-105.074987,EXACT,COMMERCIAL LENDING,4,OH,CO,OH,39035,08069,Ohio,Colorado,8,273286,0,1,6/30/24,44114,80537,80537,44114
541 Big Thompson Ave,127 Public Sq,184963242,N,0,,667,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Estes Park,Estes Park,CLEVELAND,3,United States,United States,Larimer,69,,0,,0,149273809,0,"36,291",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_667,DIF,,,CB,1,0,22660,"Fort Collins-Loveland, CO",Estes Park Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,6/30/97,100,9/1/34,40.37900051,-105.5152207,StreetAddress,COMMERCIAL LENDING,4,OH,CO,OH,39035,08069,Ohio,Colorado,8,273288,0,1,6/30/24,44114,80517,80517,44114
348 Hartford Tpke,127 Public Sq,184963242,N,0,,2230,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Vernon Rockville,Vernon,CLEVELAND,3,United States,United States,Capitol,110,,405,"New Haven-Hartford-Waterbury, CT",0,149273809,0,"165,822",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2230,DIF,,,CB,1,0,25540,"Hartford-West Hartford-East Hartford, CT",Vernon Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,01/01/1841,41.82699998,-72.48844503,EXACT,COMMERCIAL LENDING,4,OH,CT,OH,39035,09110,Ohio,Connecticut,9,12125,0,1,6/30/24,44114,06066,6066,44114
3534 Main St,127 Public Sq,184963242,N,0,,2232,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Coventry,Coventry,CLEVELAND,3,United States,United States,Capitol,110,,405,"New Haven-Hartford-Waterbury, CT",0,149273809,0,"117,343",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2232,DIF,,,CB,1,0,25540,"Hartford-West Hartford-East Hartford, CT",Coventry Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,10/21/78,41.79789902,-72.37004,EXACT,COMMERCIAL LENDING,4,OH,CT,OH,39035,09110,Ohio,Connecticut,9,244288,0,1,6/30/24,44114,06238,6238,44114
31 Main St,127 Public Sq,184963242,N,0,,2234,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Hebron,Hebron,CLEVELAND,3,United States,United States,Capitol,110,,405,"New Haven-Hartford-Waterbury, CT",0,149273809,0,"72,798",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2234,DIF,,,CB,1,0,25540,"Hartford-West Hartford-East Hartford, CT",Hebron Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,1/4/99,41.65931401,-72.363554,EXACT,COMMERCIAL LENDING,4,OH,CT,OH,39035,09110,Ohio,Connecticut,9,244295,0,1,6/30/24,44114,06248,6248,44114
73 Hazard Ave,127 Public Sq,184963242,N,0,,2235,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Enfield,Enfield,CLEVELAND,3,United States,United States,Capitol,110,,405,"New Haven-Hartford-Waterbury, CT",0,149273809,0,"80,968",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2235,DIF,,,CB,1,0,25540,"Hartford-West Hartford-East Hartford, CT",Enfield Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,11/10/03,41.98991798,-72.57203901,EXACT,COMMERCIAL LENDING,4,OH,CT,OH,39035,09110,Ohio,Connecticut,9,424209,0,1,6/30/24,44114,06082,6082,44114
923 Main St,127 Public Sq,184963242,N,0,,2236,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Manchester,Manchester,CLEVELAND,3,United States,United States,Capitol,110,,405,"New Haven-Hartford-Waterbury, CT",0,149273809,0,"161,173",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2236,DIF,,,CB,1,0,25540,"Hartford-West Hartford-East Hartford, CT",Manchester Main Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,5/11/05,41.76953399,-72.52029903,EXACT,COMMERCIAL LENDING,4,OH,CT,OH,39035,09110,Ohio,Connecticut,9,11876,0,1,6/30/24,44114,06040,6040,44114
122a Prospect Hill Dr,127 Public Sq,184963242,N,0,,2240,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,East Windsor,East Windsor,CLEVELAND,3,United States,United States,Capitol,110,,405,"New Haven-Hartford-Waterbury, CT",0,149273809,0,"72,406",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2240,DIF,,,CB,1,0,25540,"Hartford-West Hartford-East Hartford, CT",East Windsor Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,1/2/85,41.92749478,-72.59784725,StreetAddress,COMMERCIAL LENDING,4,OH,CT,OH,39035,09110,Ohio,Connecticut,9,243213,0,1,6/30/24,44114,06088,6088,44114
6 Storrs Rd,127 Public Sq,184963242,N,0,,2242,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Willimantic,Willimantic,CLEVELAND,3,United States,United States,Capitol,110,,405,"New Haven-Hartford-Waterbury, CT",0,149273809,0,"107,409",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2242,DIF,,,CB,1,0,25540,"Hartford-West Hartford-East Hartford, CT",Mansfield Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,1/6/86,41.72839502,-72.20097903,EXACT,COMMERCIAL LENDING,4,OH,CT,OH,39035,09110,Ohio,Connecticut,9,243215,0,1,6/30/24,44114,06226,6226,44114
215 Merrow Rd,127 Public Sq,184963242,N,0,,2243,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Tolland,Tolland,CLEVELAND,3,United States,United States,Capitol,110,,405,"New Haven-Hartford-Waterbury, CT",0,149273809,0,"209,867",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2243,DIF,,,CB,1,0,25540,"Hartford-West Hartford-East Hartford, CT",Tolland Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,3/1/86,41.86002799,-72.35182697,EXACT,COMMERCIAL LENDING,4,OH,CT,OH,39035,09110,Ohio,Connecticut,9,243216,0,1,6/30/24,44114,06084,6084,44114
